Year of Date,Month of Date,Measure Names,Site,Measure Values
2013,August,Average Conductivity (μS/cm),Site 09,185.8333333
2013,July,Average Conductivity (μS/cm),Site 09,190.9666667
2013,June,Average Conductivity (μS/cm),Site 09,207.2333333
2013,May,Average Conductivity (μS/cm),Site 09,137.1
2013,April,Average Conductivity (μS/cm),Site 09,120.9333333
2013,March,Average Conductivity (μS/cm),Site 09,39.36666667
2013,February,Average Conductivity (μS/cm),Site 09,98.06666667
2013,January,Average Conductivity (μS/cm),Site 09,90.5
2013,December,Average Conductivity (μS/cm),Site 08,202.4333333
2013,November,Average Conductivity (μS/cm),Site 08,169.6666667
2013,October,Average Conductivity (μS/cm),Site 08,195.7
2013,September,Average Conductivity (μS/cm),Site 08,221.6
2013,August,Average Conductivity (μS/cm),Site 08,229.3666667
2013,July,Average Conductivity (μS/cm),Site 08,252.5333333
2013,June,Average Conductivity (μS/cm),Site 08,170.8333333
2013,May,Average Conductivity (μS/cm),Site 08,138
2013,April,Average Conductivity (μS/cm),Site 08,97.7
2013,March,Average Conductivity (μS/cm),Site 08,95.06666667
2013,February,Average Conductivity (μS/cm),Site 08,87.2
2013,January,Average Conductivity (μS/cm),Site 08,20.96666667
2013,December,Average Conductivity (μS/cm),Site 07,197.6333333
2013,November,Average Conductivity (μS/cm),Site 07,156.1666667
2013,October,Average Conductivity (μS/cm),Site 07,193.2333333
2013,September,Average Conductivity (μS/cm),Site 07,228.6333333
2013,August,Average Conductivity (μS/cm),Site 07,346.1
2013,July,Average Conductivity (μS/cm),Site 07,304.4666667
2013,June,Average Conductivity (μS/cm),Site 07,170.5333333
2013,May,Average Conductivity (μS/cm),Site 07,154.7333333
2013,April,Average Conductivity (μS/cm),Site 07,109.2666667
2013,March,Average Conductivity (μS/cm),Site 07,88.66666667
2013,February,Average Conductivity (μS/cm),Site 07,97.8
2013,January,Average Conductivity (μS/cm),Site 07,72.9
2013,December,Average Conductivity (μS/cm),Site 06,1.266666667
2013,November,Average Conductivity (μS/cm),Site 06,151.6
2013,October,Average Conductivity (μS/cm),Site 06,106.4
2013,September,Average Conductivity (μS/cm),Site 06,109.4333333
2013,August,Average Conductivity (μS/cm),Site 06,95.8
2013,July,Average Conductivity (μS/cm),Site 06,91.7
2013,June,Average Conductivity (μS/cm),Site 06,91.43333333
2013,May,Average Conductivity (μS/cm),Site 06,144.8666667
2013,April,Average Conductivity (μS/cm),Site 06,153.2333333
2013,March,Average Conductivity (μS/cm),Site 06,117.3333333
2013,February,Average Conductivity (μS/cm),Site 06,106.4
2013,January,Average Conductivity (μS/cm),Site 06,41.7
2013,December,Average Conductivity (μS/cm),Site 05,98.5
2013,November,Average Conductivity (μS/cm),Site 05,132.1333333
2013,October,Average Conductivity (μS/cm),Site 05,74.83333333
2013,September,Average Conductivity (μS/cm),Site 05,68.4
2013,August,Average Conductivity (μS/cm),Site 05,58.93333333
2013,July,Average Conductivity (μS/cm),Site 05,67.93333333
2013,June,Average Conductivity (μS/cm),Site 05,72.33333333
2013,May,Average Conductivity (μS/cm),Site 05,106.9
2013,April,Average Conductivity (μS/cm),Site 05,135.7333333
2013,March,Average Conductivity (μS/cm),Site 05,76.8
2013,February,Average Conductivity (μS/cm),Site 05,39.26666667
2013,January,Average Conductivity (μS/cm),Site 05,37.63333333
2013,December,Average Conductivity (μS/cm),Site 04,197.4333333
2013,November,Average Conductivity (μS/cm),Site 04,80.36666667
2013,October,Average Conductivity (μS/cm),Site 04,59.86666667
2013,September,Average Conductivity (μS/cm),Site 04,46.33333333
2013,August,Average Conductivity (μS/cm),Site 04,52.3
2013,July,Average Conductivity (μS/cm),Site 04,56.63333333
2013,June,Average Conductivity (μS/cm),Site 04,67.8
2013,May,Average Conductivity (μS/cm),Site 04,80.06666667
2013,April,Average Conductivity (μS/cm),Site 04,75.83333333
2013,March,Average Conductivity (μS/cm),Site 04,71.4
2013,February,Average Conductivity (μS/cm),Site 04,61.93333333
2013,January,Average Conductivity (μS/cm),Site 04,47.56666667
2013,December,Average Conductivity (μS/cm),Site 03,
2013,November,Average Conductivity (μS/cm),Site 03,47.93333333
2013,October,Average Conductivity (μS/cm),Site 03,41.5
2013,September,Average Conductivity (μS/cm),Site 03,17.53333333
2013,August,Average Conductivity (μS/cm),Site 03,30.93333333
2013,July,Average Conductivity (μS/cm),Site 03,39.33333333
2013,June,Average Conductivity (μS/cm),Site 03,47
2013,May,Average Conductivity (μS/cm),Site 03,42.2
2013,April,Average Conductivity (μS/cm),Site 03,62.46666667
2013,March,Average Conductivity (μS/cm),Site 03,42.6
2013,February,Average Conductivity (μS/cm),Site 03,63.03333333
2013,January,Average Conductivity (μS/cm),Site 03,48.56666667
2013,December,Average Conductivity (μS/cm),Site 02,40.63333333
2013,November,Average Conductivity (μS/cm),Site 02,57.4
2013,October,Average Conductivity (μS/cm),Site 02,39.23333333
2013,September,Average Conductivity (μS/cm),Site 02,41.7
2013,August,Average Conductivity (μS/cm),Site 02,37.9
2013,July,Average Conductivity (μS/cm),Site 02,35.16666667
2013,June,Average Conductivity (μS/cm),Site 02,31.8
2013,May,Average Conductivity (μS/cm),Site 02,36.36666667
2013,April,Average Conductivity (μS/cm),Site 02,54.33333333
2013,March,Average Conductivity (μS/cm),Site 02,36.9
2013,February,Average Conductivity (μS/cm),Site 02,70.56666667
2013,January,Average Conductivity (μS/cm),Site 02,38.1
2013,December,Average Conductivity (μS/cm),Site 01,52.53333333
2013,November,Average Conductivity (μS/cm),Site 01,38.7
2013,October,Average Conductivity (μS/cm),Site 01,32.2
2013,September,Average Conductivity (μS/cm),Site 01,36.66666667
2013,August,Average Conductivity (μS/cm),Site 01,33.3
2013,July,Average Conductivity (μS/cm),Site 01,37.63333333
2013,June,Average Conductivity (μS/cm),Site 01,40.16666667
2013,May,Average Conductivity (μS/cm),Site 01,44.6
2013,April,Average Conductivity (μS/cm),Site 01,43.1
2013,February,Average Conductivity (μS/cm),Site 01,42.8
2013,January,Average Conductivity (μS/cm),Site 01,22.03333333
2013,December,Average DO (mg/L),Site 18 LWW Weir,11.37
2013,November,Average DO (mg/L),Site 18 LWW Weir,9.793333333
2013,October,Average DO (mg/L),Site 18 LWW Weir,8.44
2013,September,Average DO (mg/L),Site 18 LWW Weir,7.356666667
2013,August,Average DO (mg/L),Site 18 LWW Weir,5.92
2013,July,Average DO (mg/L),Site 18 LWW Weir,5.206666667
2013,June,Average DO (mg/L),Site 18 LWW Weir,7.853333333
2013,May,Average DO (mg/L),Site 18 LWW Weir,7.363333333
2013,April,Average DO (mg/L),Site 18 LWW Weir,9.446666667
2013,March,Average DO (mg/L),Site 18 LWW Weir,10.72333333
2013,February,Average DO (mg/L),Site 18 LWW Weir,12.01666667
2013,January,Average DO (mg/L),Site 18 LWW Weir,12.01666667
2013,December,Average DO (mg/L),Site 17,11.3
2013,November,Average DO (mg/L),Site 17,10.41
2013,October,Average DO (mg/L),Site 17,9.833333333
2013,September,Average DO (mg/L),Site 17,9.736666667
2013,August,Average DO (mg/L),Site 17,9.476666667
2013,July,Average DO (mg/L),Site 17,9.15
2013,June,Average DO (mg/L),Site 17,9.386666667
2013,May,Average DO (mg/L),Site 17,9.426666667
2013,April,Average DO (mg/L),Site 17,10.52666667
2013,March,Average DO (mg/L),Site 17,10.74
2013,February,Average DO (mg/L),Site 17,11.91666667
2013,January,Average DO (mg/L),Site 17,12.96666667
2013,December,Average DO (mg/L),Site 16,13.35666667
2013,November,Average DO (mg/L),Site 16,10.63
2013,October,Average DO (mg/L),Site 16,13.8
2013,September,Average DO (mg/L),Site 16,8.063333333
2013,August,Average DO (mg/L),Site 16,8.433333333
2013,July,Average DO (mg/L),Site 16,7.95
2013,June,Average DO (mg/L),Site 16,7.82
2013,May,Average DO (mg/L),Site 16,7.47
2013,April,Average DO (mg/L),Site 16,10.18666667
2013,March,Average DO (mg/L),Site 16,11.05666667
2013,February,Average DO (mg/L),Site 16,12.70333333
2013,January,Average DO (mg/L),Site 16,14.00666667
2013,December,Average DO (mg/L),Site 15,13.20333333
2013,November,Average DO (mg/L),Site 15,11.52333333
2013,October,Average DO (mg/L),Site 15,10.21333333
2013,September,Average DO (mg/L),Site 15,9.24
2013,August,Average DO (mg/L),Site 15,8.74
2013,July,Average DO (mg/L),Site 15,8.79
2013,June,Average DO (mg/L),Site 15,9.423333333
2013,May,Average DO (mg/L),Site 15,8.456666667
2013,April,Average DO (mg/L),Site 15,10.89333333
2013,March,Average DO (mg/L),Site 15,12.06
2013,February,Average DO (mg/L),Site 15,13.3
2013,January,Average DO (mg/L),Site 15,13.30333333
2013,December,Average DO (mg/L),Site 14,13.40666667
2013,November,Average DO (mg/L),Site 14,10.8
2013,October,Average DO (mg/L),Site 14,14.24666667
2013,September,Average DO (mg/L),Site 14,8.736666667
2013,August,Average DO (mg/L),Site 14,7.643333333
2013,June,Average DO (mg/L),Site 14,11.06666667
2013,May,Average DO (mg/L),Site 14,8.76
2013,April,Average DO (mg/L),Site 14,10.71
2013,March,Average DO (mg/L),Site 14,11.00333333
2013,February,Average DO (mg/L),Site 14,12.53666667
2013,January,Average DO (mg/L),Site 14,12.65
2013,December,Average DO (mg/L),Site 13,9.9
2013,November,Average DO (mg/L),Site 13,19.12
2013,October,Average DO (mg/L),Site 13,9.513333333
2013,September,Average DO (mg/L),Site 13,9.193333333
2013,August,Average DO (mg/L),Site 13,8.236666667
2013,July,Average DO (mg/L),Site 13,8.093333333
2013,June,Average DO (mg/L),Site 13,9.386666667
2013,May,Average DO (mg/L),Site 13,9.336666667
2013,April,Average DO (mg/L),Site 13,9.913333333
2013,March,Average DO (mg/L),Site 13,10.23
2013,February,Average DO (mg/L),Site 13,11.20666667
2013,January,Average DO (mg/L),Site 13,11.26333333
2013,December,Average DO (mg/L),Site 12,11.50333333
2013,November,Average DO (mg/L),Site 12,10.16333333
2013,October,Average DO (mg/L),Site 12,10.26666667
2013,September,Average DO (mg/L),Site 12,9.83
2013,August,Average DO (mg/L),Site 12,9.53
2013,July,Average DO (mg/L),Site 12,8.81
2013,June,Average DO (mg/L),Site 12,8.95
2013,May,Average DO (mg/L),Site 12,10.245
2013,April,Average DO (mg/L),Site 12,10.69333333
2013,March,Average DO (mg/L),Site 12,11.39666667
2013,February,Average DO (mg/L),Site 12,11.55
2013,January,Average DO (mg/L),Site 12,11.85333333
2013,December,Average DO (mg/L),Site 11,11.15
2013,November,Average DO (mg/L),Site 11,9.423333333
2013,October,Average DO (mg/L),Site 11,10.80666667
2013,September,Average DO (mg/L),Site 11,8.953333333
2013,August,Average DO (mg/L),Site 11,9.546666667
2013,July,Average DO (mg/L),Site 11,8.573333333
2013,June,Average DO (mg/L),Site 11,9.05
2013,May,Average DO (mg/L),Site 11,8.8
2013,April,Average DO (mg/L),Site 11,10.61
2013,March,Average DO (mg/L),Site 11,10.68
2013,February,Average DO (mg/L),Site 11,17.20333333
2013,January,Average DO (mg/L),Site 11,10.97666667
2013,December,Average DO (mg/L),Site 10,13.01666667
2013,November,Average DO (mg/L),Site 10,11.04
2013,October,Average DO (mg/L),Site 10,9.596666667
2013,September,Average DO (mg/L),Site 10,7.873333333
2013,August,Average DO (mg/L),Site 10,7.313333333
2013,July,Average DO (mg/L),Site 10,8.06
2013,May,Average DO (mg/L),Site 10,8.693333333
2013,April,Average DO (mg/L),Site 10,10.86
2013,March,Average DO (mg/L),Site 10,11.12666667
2013,February,Average DO (mg/L),Site 10,12.81333333
2013,January,Average DO (mg/L),Site 10,13.14333333
2013,December,Average DO (mg/L),Site 09,13.37
2013,November,Average DO (mg/L),Site 09,10.79666667
2013,October,Average DO (mg/L),Site 09,10.48
2013,September,Average DO (mg/L),Site 09,8.27
2013,August,Average DO (mg/L),Site 09,8.973333333
2013,July,Average DO (mg/L),Site 09,8.693333333
2013,June,Average DO (mg/L),Site 09,8.85
2013,May,Average DO (mg/L),Site 09,8.586666667
2013,April,Average DO (mg/L),Site 09,11.17666667
2013,March,Average DO (mg/L),Site 09,11.03666667
2013,February,Average DO (mg/L),Site 09,12.37666667
2013,January,Average DO (mg/L),Site 09,13.13
2013,December,Average DO (mg/L),Site 08,12.73
2013,November,Average DO (mg/L),Site 08,11.36666667
2013,October,Average DO (mg/L),Site 08,10.19333333
2013,September,Average DO (mg/L),Site 08,8.846666667
2013,August,Average DO (mg/L),Site 08,9.123333333
2013,July,Average DO (mg/L),Site 08,8.71
2013,June,Average DO (mg/L),Site 08,8.33
2013,May,Average DO (mg/L),Site 08,10.28333333
2013,April,Average DO (mg/L),Site 08,10.19333333
2013,March,Average DO (mg/L),Site 08,11.02
2013,February,Average DO (mg/L),Site 08,13.00333333
2013,January,Average DO (mg/L),Site 08,12.53333333
2013,December,Average DO (mg/L),Site 07,11.20333333
2013,November,Average DO (mg/L),Site 07,10.49333333
2013,October,Average DO (mg/L),Site 07,9.35
2013,September,Average DO (mg/L),Site 07,8.47
2013,August,Average DO (mg/L),Site 07,8.33
2013,July,Average DO (mg/L),Site 07,8.166666667
2013,June,Average DO (mg/L),Site 07,8.063333333
2013,May,Average DO (mg/L),Site 07,8.84
2013,April,Average DO (mg/L),Site 07,10.22
2013,March,Average DO (mg/L),Site 07,10.59666667
2013,February,Average DO (mg/L),Site 07,12.74333333
2013,January,Average DO (mg/L),Site 07,11.90333333
2013,December,Average DO (mg/L),Site 06,12.60666667
2013,November,Average DO (mg/L),Site 06,11.42666667
2013,October,Average DO (mg/L),Site 06,10.43666667
2013,September,Average DO (mg/L),Site 06,9.31
2013,August,Average DO (mg/L),Site 06,8.803333333
2013,July,Average DO (mg/L),Site 06,8.61
2013,June,Average DO (mg/L),Site 06,8.486666667
2013,May,Average DO (mg/L),Site 06,9.253333333
2013,April,Average DO (mg/L),Site 06,11.05
2013,March,Average DO (mg/L),Site 06,12.25
2013,February,Average DO (mg/L),Site 06,13.74333333
2013,January,Average DO (mg/L),Site 06,12.745
2013,December,Average DO (mg/L),Site 05,13.63666667
2013,November,Average DO (mg/L),Site 05,11.24333333
2013,October,Average DO (mg/L),Site 05,10.52666667
2013,September,Average DO (mg/L),Site 05,9.466666667
2013,August,Average DO (mg/L),Site 05,9.603333333
2013,July,Average DO (mg/L),Site 05,9.006666667
2013,June,Average DO (mg/L),Site 05,8.97
2013,May,Average DO (mg/L),Site 05,8.756666667
2013,April,Average DO (mg/L),Site 05,10.38
2013,March,Average DO (mg/L),Site 05,11.88
2013,February,Average DO (mg/L),Site 05,12.94
2013,January,Average DO (mg/L),Site 05,13.30333333
2013,December,Average DO (mg/L),Site 04,11.01666667
2013,November,Average DO (mg/L),Site 04,10.48
2013,October,Average DO (mg/L),Site 04,9.91
2013,September,Average DO (mg/L),Site 04,9.31
2013,August,Average DO (mg/L),Site 04,9.236666667
2013,July,Average DO (mg/L),Site 04,9.71
2013,June,Average DO (mg/L),Site 04,9.39
2013,May,Average DO (mg/L),Site 04,9.243333333
2013,April,Average DO (mg/L),Site 04,10.08333333
2013,March,Average DO (mg/L),Site 04,11.82666667
2013,February,Average DO (mg/L),Site 04,12.82666667
2013,January,Average DO (mg/L),Site 04,12.68
2013,December,Average DO (mg/L),Site 03,12.11333333
2013,November,Average DO (mg/L),Site 03,11.13333333
2013,October,Average DO (mg/L),Site 03,9.946666667
2013,September,Average DO (mg/L),Site 03,10.44333333
2013,August,Average DO (mg/L),Site 03,9.87
2013,July,Average DO (mg/L),Site 03,9.913333333
2013,June,Average DO (mg/L),Site 03,10.59666667
2013,May,Average DO (mg/L),Site 03,9.976666667
2013,April,Average DO (mg/L),Site 03,11.01666667
2013,March,Average DO (mg/L),Site 03,10.39
2013,February,Average DO (mg/L),Site 03,12.06
2013,January,Average DO (mg/L),Site 03,12.39333333
2013,December,Average DO (mg/L),Site 02,12.03
2013,November,Average DO (mg/L),Site 02,10.30333333
2013,October,Average DO (mg/L),Site 02,11.00333333
2013,September,Average DO (mg/L),Site 02,9.72
2013,August,Average DO (mg/L),Site 02,11.53666667
2013,July,Average DO (mg/L),Site 02,9.803333333
2013,June,Average DO (mg/L),Site 02,10.02666667
2013,May,Average DO (mg/L),Site 02,10.46
2013,April,Average DO (mg/L),Site 02,10.35666667
2013,March,Average DO (mg/L),Site 02,10.89666667
2013,February,Average DO (mg/L),Site 02,11.93
2013,January,Average DO (mg/L),Site 02,11.93
2013,December,Average DO (mg/L),Site 01,12.595
2013,November,Average DO (mg/L),Site 01,
2013,October,Average DO (mg/L),Site 01,9.583333333
2013,September,Average DO (mg/L),Site 01,9.65
2013,August,Average DO (mg/L),Site 01,8.866666667
2013,July,Average DO (mg/L),Site 01,8.78
2013,June,Average DO (mg/L),Site 01,9.926666667
2013,May,Average DO (mg/L),Site 01,10.00333333
2013,April,Average DO (mg/L),Site 01,11.42
2013,February,Average DO (mg/L),Site 01,11.57333333
2013,January,Average DO (mg/L),Site 01,11.71333333
2013,December,Average DO%,Site 18 LWW Weir,91.83333333
2013,November,Average DO%,Site 18 LWW Weir,93
2013,October,Average DO%,Site 18 LWW Weir,86.53333333
2013,September,Average DO%,Site 18 LWW Weir,84.36666667
2013,August,Average DO%,Site 18 LWW Weir,66.36666667
2013,July,Average DO%,Site 18 LWW Weir,58.83333333
2013,June,Average DO%,Site 18 LWW Weir,91.63333333
2013,May,Average DO%,Site 18 LWW Weir,85.23333333
2013,April,Average DO%,Site 18 LWW Weir,91.56666667
2013,March,Average DO%,Site 18 LWW Weir,97.53333333
2013,February,Average DO%,Site 18 LWW Weir,101.3
2013,January,Average DO%,Site 18 LWW Weir,97.5
2013,December,Average DO%,Site 17,90.8
2013,November,Average DO%,Site 17,87.86666667
2013,October,Average DO%,Site 17,85.3
2013,September,Average DO%,Site 17,92.2
2013,August,Average DO%,Site 17,94.03333333
2013,July,Average DO%,Site 17,91.46666667
2013,June,Average DO%,Site 17,90.9
2013,May,Average DO%,Site 17,89.4
2013,April,Average DO%,Site 17,91.1
